City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,acarau,-2.8856,-40.12,300.07,82,69,7.22,BR,1676241168
268,pisco,-13.7,-76.2167,300.18,65,0,6.17,PE,1676240990
269,prikubanskiy,45.0015,41.1795,271.25,97,100,5.33,RU,1676241169
270,beresti-tazlau,46.4667,26.6667,269.35,74,0,3.6,RO,1676241169
271,cumana,10.4635,-64.1775,297.46,84,50,7.23,VE,1676241169
272,tual,-5.6667,132.75,301.23,79,100,10.12,ID,1676241170
273,tripoli,32.8752,13.1875,286.46,69,99,4.2,LY,1676241170
274,ankazoabo,-22.2833,44.5167,295.0,93,74,1.02,MG,1676241170
275,riyadh,24.6877,46.7219,290.23,31,95,1.78,SA,1676240919
276,bakchar,57.0186,82.0711,261.17,94,100,0.93,RU,1676241171
277,presidente epitacio,-21.7633,-52.1156,297.1,86,89,3.12,BR,1676241171
278,verkhnevilyuysk,63.4453,120.3167,225.96,100,61,1.18,RU,1676241171
279,yumen,40.2833,97.2,268.29,63,100,1.87,CN,1676241172
280,saint-pierre,-21.3393,55.4781,296.97,69,0,2.57,RE,1676241172
281,avarua,-21.2078,-159.775,302.18,74,20,3.6,CK,1676241165
282,cherskiy,68.75,161.3,230.49,100,84,1.53,RU,1676241172
283,balogo,10.8868,124.7105,297.71,88,54,1.53,PH,1676241173
284,miracema do tocantins,-9.5618,-48.3967,299.94,65,55,1.12,BR,1676241173
285,coihaique,-45.5752,-72.0662,286.12,44,40,3.6,CL,1676240915
286,stornoway,58.2093,-6.3865,281.44,84,100,6.69,GB,1676241173
287,phek,25.6667,94.5,275.99,92,30,0.55,IN,1676241173
288,tura,25.5198,90.2201,286.15,49,0,0.11,IN,1676241174
289,nesbyen,60.5681,9.1027,271.23,94,90,2.09,NO,1676241174
290,boldumsaz,42.1282,59.671,268.18,42,4,3.54,TM,1676241174
291,pemangkat,1.1667,108.9667,297.61,86,100,1.24,ID,1676241175
292,sciacca,37.5082,13.0881,283.17,77,98,3.45,IT,1676241175
293,kavieng,-2.5744,150.7967,300.75,79,100,5.43,PG,1676241175
294,mananjary,-21.2167,48.3333,297.31,83,57,0.25,MG,1676241175
295,sawakin,19.1059,37.3321,296.52,77,79,8.35,SD,1676241176
296,azangaro,-14.9167,-70.2167,284.83,65,82,1.42,PE,1676241176
297,kaka,37.3482,59.6143,276.25,82,100,1.74,TM,1676241176
298,iqaluit,63.7506,-68.5145,242.42,74,20,6.71,CA,1676241177
299,balao,-2.9167,-79.8167,300.14,75,98,1.6,EC,1676241177
300,faanui,-16.4833,-151.75,300.91,75,67,4.55,PF,1676241177
301,amarillo,35.222,-101.8313,295.39,15,0,6.17,US,1676241039
302,puerto escondido,15.85,-97.0667,301.61,69,40,2.57,MX,1676241178
303,haines junction,60.7522,-137.5108,270.12,74,100,1.03,CA,1676241178
304,pirgos,35.1167,25.7178,283.5,55,10,6.18,GR,1676241178
305,leningradskiy,69.3833,178.4167,244.72,94,100,4.01,RU,1676241178
306,jacareacanga,-6.2222,-57.7528,297.42,98,83,0.84,BR,1676241179
307,sept-iles,50.2001,-66.3821,269.44,53,20,3.6,CA,1676241079
308,aksarka,66.5606,67.7975,260.55,94,79,6.67,RU,1676241179
309,cairns,-16.9167,145.7667,300.96,82,97,2.06,AU,1676241089
310,thabazimbi,-24.5917,27.4116,296.75,58,88,1.3,ZA,1676241015
311,fortuna,40.5982,-124.1573,287.0,79,0,8.23,US,1676241179
312,opuwo,-18.0607,13.84,294.47,40,69,2.5,NA,1676241180
313,betsiamites,48.9413,-68.646,271.37,85,53,3.25,CA,1676241180
314,cururupu,-1.8283,-44.8683,297.46,93,60,1.5,BR,1676241118
315,canavieiras,-15.675,-38.9472,298.01,86,5,2.46,BR,1676241180
316,tukan,53.8409,57.4552,254.44,96,99,1.75,RU,1676241180
317,ouadda,8.0777,22.4007,299.24,20,70,3.22,CF,1676241181
318,severo-kurilsk,50.6789,156.125,267.5,73,98,4.66,RU,1676241181
319,araouane,18.9048,-3.5265,299.06,13,85,4.79,ML,1676241181
320,caravelas,-17.7125,-39.2481,298.0,86,15,2.3,BR,1676241182
321,narsaq,60.9167,-46.05,257.27,73,100,1.29,GL,1676241182
322,marzuq,14.4,46.4667,288.27,10,22,2.36,YE,1676241183
323,yar-sale,66.8333,70.8333,262.29,92,96,8.23,RU,1676241183
324,sitka,57.0531,-135.33,279.09,75,100,5.14,US,1676241183
325,boa vista,2.8197,-60.6733,303.14,54,40,4.12,BR,1676241184
326,touros,-5.1989,-35.4608,300.33,77,100,6.45,BR,1676241184
327,half moon bay,37.4636,-122.4286,292.84,65,0,7.2,US,1676240937
328,normandin,48.8333,-72.5321,269.32,53,98,2.57,CA,1676241184
329,chicama,-7.8447,-79.1469,296.45,69,95,4.1,PE,1676241185
330,skibbereen,51.55,-9.2667,282.65,76,100,7.0,IE,1676241185
331,rio grande,-32.035,-52.0986,302.21,75,0,7.51,BR,1676241185
332,barcelos,41.5388,-8.6151,286.23,64,99,2.8,PT,1676241186
333,livingstonia,-10.606,34.1063,290.83,79,96,2.01,MW,1676241186
334,biak,-0.9131,122.8766,298.64,77,100,1.58,ID,1676241187
335,vagur,61.4732,-6.8119,281.17,85,98,12.34,FO,1676241187
336,wanning,18.8003,110.3967,295.62,95,42,3.91,CN,1676241188
337,gasa,31.5,34.4667,279.19,75,70,3.08,PS,1676241188
338,adrar,20.5022,-10.0711,299.64,13,100,9.99,MR,1676241189
339,pa sang,18.5262,98.9394,293.16,40,0,0.26,TH,1676241189
340,saint-francois,46.4154,3.9054,271.86,93,0,1.54,FR,1676241190
341,guilin,25.2819,110.2864,283.21,85,100,4.78,CN,1676241190
342,fort nelson,58.8053,-122.7002,270.34,80,100,3.09,CA,1676241030
343,kieta,-6.2167,155.6333,301.35,75,99,2.31,PG,1676241190
344,christchurch,-43.5333,172.6333,294.77,62,75,6.69,NZ,1676240907
345,liverpool,53.4106,-2.9779,279.55,84,0,4.63,GB,1676241191
346,lavrentiya,65.5833,-171.0,248.19,85,100,2.32,RU,1676241191
347,moanda,-1.5575,13.2178,296.15,84,57,1.31,GA,1676241192
348,samba,32.5667,75.1167,280.32,42,0,1.63,IN,1676241192
349,rawson,-43.3002,-65.1023,288.45,81,97,5.86,AR,1676241192
350,yerbogachen,61.2767,108.0108,250.94,100,64,2.13,RU,1676241193
351,aswan,24.0934,32.907,289.76,33,0,4.12,EG,1676241193
352,mackay,-21.15,149.2,302.42,70,52,3.27,AU,1676241193
353,hithadhoo,-0.6,73.0833,299.96,68,8,3.82,MV,1676241194
354,kamyaran,34.7956,46.9355,271.09,94,85,1.18,IR,1676241194
355,svetlaya,46.5389,138.3297,263.22,67,77,3.12,RU,1676241194
356,olonets,60.9847,32.9698,274.48,98,100,6.06,RU,1676241195
357,plainfield,40.6168,-74.4173,281.16,49,75,1.54,US,1676241195
358,kamaishi,39.2667,141.8833,276.66,84,100,2.5,JP,1676241195
359,kurilsk,45.2333,147.8833,267.5,77,76,4.63,RU,1676241196
360,merauke,-8.4667,140.3333,300.52,79,100,6.14,ID,1676241196
361,rogozno,52.7523,16.9905,279.42,93,100,3.71,PL,1676241197
362,tres picos,15.8667,-93.5333,303.46,43,0,3.21,MX,1676241197
363,yinchuan,38.4681,106.2731,267.91,40,100,2.39,CN,1676241197
364,apple valley,34.5008,-117.1859,288.03,26,100,8.22,US,1676241001
365,agropoli,40.3469,14.9966,280.35,72,43,2.78,IT,1676241198
366,codrington,-38.2667,141.9667,288.87,61,87,4.96,AU,1676241198
367,hami,42.8,93.45,272.33,73,87,1.42,CN,1676241199
368,oranjemund,-28.55,16.4333,290.39,93,0,2.14,NA,1676241199
369,anadyr,64.75,177.4833,240.43,74,0,5.0,RU,1676241199
370,krasnoselkup,65.7,82.4667,257.78,94,100,8.52,RU,1676241200
371,san patricio,28.017,-97.5169,293.2,49,88,4.53,US,1676241200
372,camacha,33.0833,-16.3333,288.83,82,40,3.6,PT,1676241200
373,praia da vitoria,38.7333,-27.0667,288.01,72,75,7.63,PT,1676241201
374,nizhneangarsk,55.7833,109.55,252.33,87,38,2.68,RU,1676241201
375,la macarena,2.1837,-73.7849,302.57,49,98,1.55,CO,1676241202
376,gravelbourg,49.8834,-106.5512,275.3,80,81,3.74,CA,1676241202
377,nsanje,-16.92,35.262,296.04,92,91,0.69,MW,1676241203
378,katsuura,35.1333,140.3,285.16,87,100,4.28,JP,1676241203
379,isangel,-19.55,169.2667,298.09,89,100,3.07,VU,1676241203
380,peski,55.2163,38.7626,258.9,100,42,2.38,RU,1676241204
381,keti bandar,24.1447,67.4497,293.79,26,0,4.74,PK,1676241204
382,coatepec harinas,18.8949,-99.7215,294.67,32,20,2.29,MX,1676241204
383,formosa do rio preto,-11.0483,-45.1931,298.56,53,13,1.53,BR,1676241205
384,mezen,65.8522,44.24,263.49,92,100,5.53,RU,1676241205
385,mumford,5.2618,-0.759,299.64,90,9,3.13,GH,1676241206
386,talnakh,69.4865,88.3972,259.34,94,100,6.01,RU,1676241195
387,mineros,-17.1167,-63.2333,299.07,81,8,2.38,BO,1676241206
388,ust-ishim,57.6935,71.1665,250.4,98,31,1.95,RU,1676241207
389,bom jesus,-9.0744,-44.3586,303.84,31,46,1.22,BR,1676241207
390,sarandi,-23.4436,-51.8739,294.9,94,75,6.69,BR,1676240913
391,semey,50.4111,80.2275,251.78,93,72,2.39,KZ,1676241208
392,dwarka,22.2394,68.9678,294.4,56,0,5.65,IN,1676241030
393,collie,-33.3667,116.15,287.62,72,0,3.38,AU,1676241208
394,jining,35.405,116.5814,273.49,64,97,4.92,CN,1676241209
395,san martin,-33.081,-68.4681,310.45,20,0,2.21,AR,1676241210
396,lajong,12.8333,123.9667,297.25,90,46,2.43,PH,1676241210
397,hambantota,6.1241,81.1185,295.49,85,55,5.34,LK,1676241210
398,slavyanka,42.8633,131.3847,263.79,83,13,2.54,RU,1676241211
399,samastipur,25.85,85.7833,283.73,35,0,4.25,IN,1676241211
400,tamandare,-8.7597,-35.1047,299.37,81,100,4.49,BR,1676241212
401,pyapon,16.2833,95.6833,291.93,89,32,2.95,MM,1676241212
402,basoko,1.2391,23.616,299.56,41,56,2.38,CD,1676241213
403,aksu,41.1231,80.2644,270.71,48,7,2.09,CN,1676241213
404,bawku,11.0616,-0.2417,300.99,11,1,4.22,GH,1676241213
405,tiarei,-17.5333,-149.3333,303.16,77,59,3.84,PF,1676241214
406,taoudenni,22.6783,-3.9836,295.81,25,81,8.53,ML,1676241214
407,simpang,-1.2667,104.0833,296.45,96,100,0.61,ID,1676241214
408,pouebo,-20.4,164.5667,299.56,55,4,3.52,NC,1676241215
409,luorong,24.4058,109.6086,287.37,84,96,4.71,CN,1676241215
410,plettenberg bay,-34.0527,23.3716,292.95,87,27,2.69,ZA,1676241215
411,cabra,37.4725,-4.4421,280.89,70,23,1.66,ES,1676241216
412,vestmanna,62.1564,-7.1664,280.66,93,100,5.14,FO,1676241216
413,cuamba,-14.8031,36.5372,292.9,94,100,1.21,MZ,1676241216
414,lac du bonnet,50.2536,-96.0612,272.05,91,63,4.05,CA,1676241216
415,cochrane,51.1834,-114.4687,283.73,43,75,6.69,CA,1676240923
416,neuquen,-38.9516,-68.0591,302.09,24,20,5.66,AR,1676241217
417,nova olimpia,-14.7972,-57.2881,298.76,84,35,1.16,BR,1676241188
418,paita,-5.0892,-81.1144,298.46,76,60,5.57,PE,1676241217
419,monrovia,6.3005,-10.7969,301.02,91,76,3.62,LR,1676241218
420,birin,26.8865,88.0718,279.29,71,0,2.04,NP,1676241218
421,payo,-3.7508,103.6372,294.47,80,99,0.76,ID,1676241218
422,hovd,48.0056,91.6419,256.3,95,97,0.53,MN,1676241219
423,shostka,51.863,33.4698,265.05,93,44,3.61,UA,1676241219
424,solnechnyy,50.7214,136.6319,251.65,91,32,1.45,RU,1676241219
425,panjab,34.388,67.0233,264.85,95,100,1.27,AF,1676241220
426,qasigiannguit,68.8193,-51.1922,246.29,89,16,1.92,GL,1676241220
427,carbonear,47.7332,-53.2148,268.38,89,95,2.56,CA,1676241220
428,breytovo,58.2993,37.8617,265.17,86,83,4.83,RU,1676241221
429,charagua,-19.8,-63.2167,304.91,65,25,5.64,BO,1676241221
430,emba,48.8264,58.1442,259.86,99,65,2.87,KZ,1676241221
431,erdenet,49.0333,104.0833,251.55,98,5,1.62,MN,1676240943
432,ciudad bolivar,8.1222,-63.5497,301.66,55,88,6.38,VE,1676241222
433,berlevag,70.8578,29.0864,275.15,80,100,15.95,NO,1676241222
434,vilhena,-12.7406,-60.1458,299.27,73,40,7.2,BR,1676241062
435,dingle,10.9995,122.6711,296.19,92,78,3.09,PH,1676241222
436,xining,36.6167,101.7667,266.78,93,100,1.14,CN,1676241222
437,richards bay,-28.783,32.0377,298.46,89,100,5.19,ZA,1676241223
438,arman,59.7,150.1667,252.58,94,77,3.58,RU,1676241223
439,olkhovatka,50.2831,39.2872,267.13,92,100,7.33,RU,1676241223
440,svrljig,43.4133,22.1211,272.88,91,98,0.77,RS,1676241224
441,itacoatiara,-3.1431,-58.4442,298.33,89,58,0.72,BR,1676241224
442,altay,47.8667,88.1167,261.77,90,100,1.4,CN,1676241224
443,salekhard,66.53,66.6019,256.17,97,31,3.84,RU,1676241225
444,broome,42.2506,-75.833,279.36,50,0,1.54,US,1676241225
445,rundu,-17.9333,19.7667,295.67,50,75,1.45,NA,1676241225
446,shubarkuduk,49.1447,56.4872,261.55,91,53,3.25,KZ,1676241225
447,balkanabat,39.5108,54.3671,276.59,48,92,1.19,TM,1676241226
448,kulhudhuffushi,6.6221,73.07,299.74,67,4,3.45,MV,1676241226
449,woodstock,43.1334,-80.7497,279.27,64,0,3.13,CA,1676241204
450,nishihara,26.1842,127.7558,294.75,94,75,6.69,JP,1676241227
451,wukari,7.85,9.7833,298.95,15,32,2.68,NG,1676241227
452,bandarbeyla,9.4942,50.8122,296.36,67,0,5.54,SO,1676241227
453,magistralnyy,56.1725,107.4458,248.39,99,58,1.36,RU,1676241227
454,parabel,58.6978,81.4825,252.93,100,100,1.72,RU,1676241228
455,logan lake,50.4998,-120.8025,272.06,99,100,3.22,CA,1676241228
456,kalianget,-7.05,113.9333,298.05,85,100,3.26,ID,1676241228
457,hailar,49.2,119.7,247.04,100,49,2.53,CN,1676241228
458,general pico,-35.6566,-63.7568,308.53,24,3,3.75,AR,1676241229
459,mangai,-4.05,19.5333,293.79,91,100,1.06,CD,1676241229
460,muriti,-1.9833,32.9167,296.47,74,97,3.99,TZ,1676241229
461,lishan,31.8576,113.2951,276.55,96,100,3.77,CN,1676241229
462,shitanjing,39.2342,106.3439,263.86,49,100,2.38,CN,1676241230
463,manta,-0.95,-80.7333,301.03,65,40,1.54,EC,1676241230
464,ambilobe,-13.2,49.05,296.47,89,86,1.11,MG,1676241230
465,sumter,28.7086,-82.0831,289.23,72,51,6.91,US,1676241070
466,zaysan,47.4667,84.8667,260.63,82,93,1.94,KZ,1676241231
467,raudeberg,61.9875,5.1352,280.9,48,100,11.29,NO,1676241231
468,forio,40.7342,13.8646,285.05,67,1,1.34,IT,1676241232
469,pacific grove,36.6177,-121.9166,289.95,73,0,2.24,US,1676241232
470,weiser,44.251,-116.9693,281.96,51,85,0.89,US,1676241233
471,olgod,55.8068,8.6286,279.63,82,39,4.62,DK,1676241233
472,alofi,-19.0595,-169.9187,300.09,89,100,3.09,NU,1676241233
473,melilla,35.2937,-2.9383,287.36,77,75,5.66,ES,1676241233
474,palmer,42.1584,-72.3287,279.9,43,75,0.0,US,1676241234
475,dubti,11.7361,41.0853,295.69,57,1,4.71,ET,1676241234
476,marand,38.4329,45.7749,266.66,78,8,0.88,IR,1676241234
477,college,64.8569,-147.8028,257.63,80,100,0.0,US,1676241235
478,taksimo,56.3444,114.8794,253.63,86,88,2.65,RU,1676241192
479,mirnyy,62.5353,113.9611,243.83,100,99,1.4,RU,1676241235
480,kapoeta,4.7717,33.5903,302.45,18,19,8.03,SS,1676241235
481,elizabeth city,36.2946,-76.2511,288.15,97,100,5.66,US,1676241236
482,kristiinankaupunki,62.2743,21.376,276.54,87,100,7.82,FI,1676241236
483,astaneh-ye ashrafiyeh,37.2596,49.9444,276.11,81,58,1.22,IR,1676241236
484,margate,51.3813,1.3862,279.65,75,14,1.34,GB,1676241236
485,datong,40.0936,113.2914,261.67,73,95,2.31,CN,1676241237
486,ekuvukeni,-28.4675,30.1551,293.45,85,100,0.62,ZA,1676241237
487,havoysund,70.9963,24.6622,275.28,94,99,16.26,NO,1676241237
488,ruteng,-8.6136,120.4721,290.7,90,100,1.02,ID,1676241238
489,sungairaya,0.7,108.9,297.35,90,100,1.69,ID,1676241238
490,ilulissat,69.2167,-51.1,246.16,58,7,0.51,GL,1676241238
491,gat,31.61,34.7642,282.82,100,40,0.22,IL,1676241238
492,miraflores,19.2167,-98.8083,296.51,39,48,2.29,MX,1676241239
493,port shepstone,-30.7414,30.455,297.28,87,100,2.43,ZA,1676241239
494,verkh-usugli,52.7,115.1667,250.46,93,10,1.91,RU,1676241239
495,san borja,-14.8167,-66.85,297.89,93,75,2.02,BO,1676241239
496,hualmay,-11.0964,-77.6139,296.67,80,100,4.02,PE,1676241240
497,akureyri,65.6835,-18.0878,279.11,70,75,2.06,IS,1676241240
498,urengoy,65.9667,78.3667,259.22,93,99,7.71,RU,1676241103
499,novo aripuana,-5.1206,-60.3797,297.52,96,83,1.57,BR,1676241240
500,antofagasta,-23.65,-70.4,297.75,78,5,2.63,CL,1676241160
501,sao joao da barra,-21.6403,-41.0511,298.2,87,100,4.34,BR,1676241152
502,galesong,-5.3166,119.3661,296.16,90,100,5.89,ID,1676241241
503,olkhovka,53.2115,60.6069,257.07,87,32,4.11,RU,1676241241
504,waddan,29.1614,16.139,285.77,55,100,6.31,LY,1676241242
505,maracacume,-2.0428,-45.9592,296.84,97,70,1.46,BR,1676241242
506,wamba,8.9333,8.6,298.18,15,6,2.59,NG,1676241242
507,pompeu,-19.2244,-44.9353,293.63,90,98,1.17,BR,1676241243
508,sudak,44.85,34.9667,271.56,77,24,7.89,UA,1676241244
509,chagoda,59.164,35.3285,269.39,95,99,4.73,RU,1676241244
510,zhuanghe,39.7008,122.9911,269.55,46,54,4.5,CN,1676241244
511,duluth,46.7833,-92.1066,280.18,60,0,4.12,US,1676241245
512,bayanday,53.0661,105.5139,248.71,98,55,2.08,RU,1676241245
513,san cristobal,7.7669,-72.225,298.25,69,78,1.23,VE,1676241245
514,olafsvik,64.8945,-23.7142,279.52,96,100,13.47,IS,1676241246
515,soloneshnoye,51.6544,84.3197,263.37,97,100,0.74,RU,1676241246
516,meadow lake,34.8014,-106.5436,288.69,18,0,0.1,US,1676241247
517,noumea,-22.2763,166.4572,301.48,99,70,6.69,NC,1676241247
518,russellville,35.2784,-93.1338,288.74,26,83,0.67,US,1676241247
519,blagodatnoye,45.3997,42.5867,272.66,98,100,3.58,RU,1676241248
520,pendencias,-5.26,-36.7222,301.62,59,94,6.5,BR,1676241248
521,susehri,40.1644,38.0867,261.63,88,54,0.25,TR,1676241249
522,burley,42.5357,-113.7928,278.87,46,0,0.0,US,1676241162
523,port arthur,38.8,121.2667,270.45,52,91,12.12,CN,1676241249
524,mahanje,-9.9333,35.3333,291.62,92,100,1.19,TZ,1676241249
525,tazovskiy,67.4667,78.7,259.66,92,100,8.23,RU,1676241136
526,tecolutla,20.4833,-97.0167,293.07,60,90,3.93,MX,1676241250
527,beringovskiy,63.05,179.3167,243.8,88,49,2.89,RU,1676241250
528,russkaya polyana,49.417,31.9201,268.53,84,24,4.26,UA,1676241251
529,kirensk,57.7853,108.1119,257.35,97,100,2.53,RU,1676241194
530,cartagena,10.3997,-75.5144,301.94,65,20,4.63,CO,1676241251
531,viseu,40.661,-7.9097,280.29,80,79,2.22,PT,1676241252
532,yulara,-25.2406,130.9889,304.35,20,41,8.99,AU,1676241252
533,catabola,-12.15,17.2833,289.49,98,100,0.94,AO,1676241252
534,dongsheng,39.8161,109.9776,261.66,64,95,3.87,CN,1676241253
535,yabelo,4.8833,38.0833,289.29,24,0,8.76,ET,1676241253
